place,date,verification_status,emulator,platform,region,realtime
396,2020-08-03,verified,False,v06dk3e4,pr184lqn,5406
397,2017-06-26,verified,False,v06dk3e4,pr184lqn,5409
398,2020-05-01,verified,False,4p9z06rn,pr184lqn,5410
399,2020-05-10,verified,False,4p9z06rn,e6lxy1dz,5412
400,2015-02-24,verified,False,v06dk3e4,o316x197,5423
401,2018-12-22,verified,False,v06dk3e4,pr184lqn,5431
402,2020-09-02,verified,False,4p9z06rn,,5437
403,2018-10-02,verified,False,v06dk3e4,e6lxy1dz,5438
404,2014-09-02,verified,False,v06dk3e4,o316x197,5441
405,2019-10-29,verified,False,v06dk3e4,o316x197,5446
406,2015-06-19,verified,False,4p9z06rn,e6lxy1dz,5448
407,2020-09-07,verified,False,v06dk3e4,o316x197,5450
408,2019-08-19,verified,False,4p9z06rn,pr184lqn,5454
409,2018-09-09,verified,False,4p9z06rn,,5455
410,2018-12-06,verified,False,4p9z06rn,pr184lqn,5458
411,2017-02-18,verified,False,v06dk3e4,pr184lqn,5460
412,2021-01-10,verified,False,v06dk3e4,e6lxy1dz,5474
413,2014-05-04,verified,False,v06dk3e4,o316x197,5476
414,2020-12-29,verified,False,v06dk3e4,e6lxy1dz,5477
415,2014-12-28,verified,False,v06dk3e4,e6lxy1dz,5479
416,2021-06-18,verified,False,v06dk3e4,o316x197,5487
417,2016-06-15,verified,False,v06dk3e4,pr184lqn,5495
418,2019-02-15,verified,False,v06dk3e4,o316x197,5497
419,2018-02-20,verified,False,v06dk3e4,o316x197,5500
420,2020-09-07,verified,False,4p9z06rn,pr184lqn,5503
421,2015-07-01,verified,False,v06dk3e4,pr184lqn,5504
422,2017-10-10,verified,False,v06dk3e4,pr184lqn,5508
423,2014-08-01,verified,False,v06dk3e4,pr184lqn,5510
424,2018-05-29,verified,False,v06dk3e4,pr184lqn,5511
425,2014-12-27,verified,False,v06dk3e4,pr184lqn,5517
426,2017-10-05,verified,False,4p9z06rn,pr184lqn,5529
427,2014-01-31,verified,False,v06dk3e4,o316x197,5530
428,2019-12-25,verified,False,v06dk3e4,o316x197,5533
429,2019-12-28,verified,False,v06dk3e4,e6lxy1dz,5535
430,2020-05-23,verified,False,v06dk3e4,pr184lqn,5539
431,2014-03-22,verified,False,v06dk3e4,pr184lqn,5541
431,2017-07-23,verified,False,v06dk3e4,,5541
433,2021-06-24,verified,False,v06dk3e4,pr184lqn,5546
434,2017-07-26,verified,False,v06dk3e4,pr184lqn,5550
435,2014-09-07,verified,False,v06dk3e4,o316x197,5555
436,2020-08-03,verified,False,v06dk3e4,pr184lqn,5556
437,2015-03-15,verified,False,v06dk3e4,pr184lqn,5564
438,2015-08-10,verified,False,4p9z06rn,pr184lqn,5568
439,2020-06-15,verified,False,4p9z06rn,e6lxy1dz,5571
440,2017-01-29,verified,False,v06dk3e4,o316x197,5572
441,2014-08-17,verified,False,v06dk3e4,pr184lqn,5578
