"","Anime_Name","Start_Month","Start_Year","End_Month","End_Year","Anime_Rating","Anime_Type","Number_Episodes"
"7996","Amnesia","Jan",2013,"Mar",2013,6.06,"TV ",12
"7997","Bakumatsu Rock","Jul",2014,"Sep",2014,6.06,"TV ",12
"7998","Catman",NA,2002,NA,2002,6.06,"ONA ",7
"7999","Corpse Party: Missing Footage","Aug",2012,"Aug",2012,6.06,"OVA ",1
"8000","Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials","Nov",2012,"Mar",2013,6.06,"Special ",5
"8001","Egao no Daika","Jan",2019,"Mar",2019,6.06,"TV ",12
"8002","Gegege no Kitarou (1985 Movie)","Dec",1985,"Dec",1985,6.06,"Movie ",1
"8003","Ginga Tetsudou 999 (ONA)","Sep",2002,"Jul",2004,6.06,"ONA ",6
"8004","Go Now!","Apr",2018,"Apr",2018,6.06,"Music ",1
"8005","Hatsukoi Monster: Mou Chotto dake Tsuzukunja","Feb",2017,"Feb",2017,6.06,"OVA ",1
"8006","Hotohashiru","Aug",2018,"Aug",2018,6.06,"Music ",1
"8007","Kando≠Reduction","Nov",2012,"Nov",2012,6.06,"Music ",1
"8008","Kataku",NA,1979,NA,1979,6.06,"Movie ",1
"8009","Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana OVA","Jan",2020,"Jan",2020,6.06,"OVA ",1
"8010","Kemono to Chat","Oct",2009,"Oct",2009,6.06,"OVA ",1
"8011","Ken En Ken: Aoki Kagayaki","Oct",2018,"Dec",2018,6.06,"TV ",13
"8012","Koisuru Tenshi Angelique: Chibi Character Adventure","Sep",2006,"Sep",2006,6.06,"Special ",1
"8013","Kung Fu Liaoli Niang","Jul",2011,"Jul",2011,6.06,"ONA ",1
"8014","Kusatta Kyoushi no Houteishiki","Nov",1994,"Nov",1995,6.06,"OVA ",2
"8015","Larva 2nd Season","Jan",2013,"Sep",2013,6.06,"TV ",34
"8016","Manga Nippon Mukashibanashi","Jan",1975,"Mar",1975,6.06,"TV ",12
"8017","Metal Fight Beyblade Zero G","Apr",2012,"Dec",2012,6.06,"TV ",38
"8018","Miyako","Sep",2012,"Sep",2012,6.06,"ONA ",1
"8019","Monsuto Anime: Katsubou no Hate no Risoukyou","Mar",2017,"Mar",2017,6.06,"ONA ",1
"8020","Narutaru: Mukuro Naru Hoshi Tama Taru Ko","Jul",2003,"Sep",2003,6.06,"TV ",13
"8021","Nine: Kanketsu-hen","Sep",1984,"Sep",1984,6.06,"Special ",1
"8022","Ojisan to Marshmallow: Hige-san to Yume Mashmallow","Apr",2016,"Apr",2016,6.06,"Special ",1
"8023","Parasol Henbei","Oct",1989,"Jan",1991,6.06,"TV ",200
"8024","Quiz Magic Academy: The Original Animation 2","Feb",2010,"Feb",2010,6.06,"OVA ",1
"8025","Saint Luminous Jogakuin","Oct",1998,"Dec",1998,6.06,"TV ",13
"8026","Sakura Capusule","Aug",2014,"Aug",2014,6.06,"OVA ",1
"8027","Sengoku☆Paradise Kiwami","Oct",2011,"Mar",2012,6.06,"TV ",26
"8028","Shin SOS Dai Tokyo Tankentai","May",2007,"May",2007,6.06,"Movie ",1
"8029","Shina Dark: Kuroki Tsuki no Ou to Souheki no Tsuki no Himegimi","Mar",2008,"Mar",2008,6.06,"Music ",4
"8030","Shining Hearts: Shiawase no Pan Specials","Jul",2012,"Dec",2012,6.06,"Special ",6
"8031","Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation","May",2005,"Jul",2005,6.06,"TV ",12
"8032","Sister Princess: Re Pure Character's","Jan",2004,"Feb",2004,6.06,"Special ",12
"8033","Street Fighter II: Yomigaeru Fujiwara-Kyou - Toki wo Kaketa Fighter-tachi",NA,1995,NA,1995,6.06,"OVA ",1
"8034","Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki","Jul",1999,"Jul",1999,6.06,"Movie ",1
"8035","Tales of Crestoria","Sep",2018,"Apr",2020,6.06,"ONA ",4
"8036","Tatakae!! Iczer-1","Oct",1985,"Mar",1987,6.06,"OVA ",3
"8037","Teeter","Jul",2018,"Jan",2019,6.06,"Music ",2
"8038","Vlad Love","Dec",2020,"Mar",2021,6.06,"ONA ",12
"8039","Wake Up, Girls! no Miyagi PR Yarasete Kudasai!","Feb",2016,"Feb",2016,6.06,"Special ",1
"8040","Wave!!: Surfing Yappe!!","Oct",2020,"Oct",2020,6.06,"Movie ",3
"8041","Yonimo Osoroshii Grimm Douwa",NA,2000,NA,2000,6.06,"OVA ",3
"8042","Zenonzard The Animation","Jan",2020,"Oct",2020,6.06,"ONA ",9
"8043","Namu Amida Butsu!: Rendai Utena","Apr",2019,"Jun",2019,6.05,"TV ",12
"8044","Oishi-sa Hajikeru! One Piece","Sep",2016,"Sep",2016,6.05,"Special ",1
"8045","Piece","Feb",2009,"Feb",2009,6.05,"Music ",1
"8046","Puchitto Gargantia: Marumaru no Gargantia","Sep",2013,"Sep",2013,6.05,"Special ",1
"8047","Quote","Dec",2017,"Jan",2018,6.05,"Music ",3
"8048","Saga-ken wo Meguru Animation","Mar",2016,"Mar",2016,6.05,"Movie ",4
"8049","Sengoku Majin Goushougun (Movie)","Apr",1982,"Apr",1982,6.05,"Movie ",1
"8050","Sweet Devil feat. Hatsune Miku","Nov",2011,"Nov",2011,6.05,"Music ",1
"8051","Tales of the Rays: Everlasting Destiny","Jul",2019,"Jul",2019,6.05,"ONA ",1
"8052","Tekkamen wo Oe: ""d'Artagnan Monogatari"" yori","May",1987,"May",1987,6.05,"Special ",1
"8053","Tenshi no Shippo Chu!: Tenshi no Utagoe","Jan",2004,"Jan",2004,6.05,"OVA ",1
"8054","Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka? OVA","Mar",2020,"Mar",2020,6.05,"OVA ",1
"8055","Uchuu no Kishi Tekkaman Blade OVA: Missing Link","Nov",1999,"Nov",1999,6.05,"OVA ",1
"8056","Ultra Nyan 2: The Great Happy Operation","Mar",1998,"Mar",1998,6.05,"Movie ",1
"8057","Vanquished Queens","Mar",2013,"Sep",2014,6.05,"OVA ",4
"8058","Yama Nezumi Rocky Chuck","Jan",1973,"Dec",1973,6.05,"TV ",52
"8059","Youjo Shenki Episode 0","Jan",2017,"Jan",2017,6.05,"ONA ",1
"8060","3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!","Aug",1993,"Aug",1993,6.05,"Movie ",1
"8061","Akuma-kun","Apr",1989,"Mar",1990,6.05,"TV ",42
"8062","Anju to Zushioumaru","Jul",1961,"Jul",1961,6.05,"Movie ",1
"8063","Ba La La Xiao Mo Xian Zhi: Caihong Xin Shi","Mar",2011,"Dec",2011,6.05,"TV ",36
"8064","Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!","Sep",2014,"Sep",2014,6.05,"OVA ",1
"8065","Chou Supercar Gattiger","Oct",1977,"Mar",1978,6.05,"TV ",25
"8066","Detective Conan vs. Wooo","Apr",2011,"Jun",2011,6.05,"ONA ",2
"8067","DNA Sights 999.9","Dec",1998,"Dec",1998,6.05,"OVA ",1
"8068","Doraemon Eigo Kyoushitsu",NA,1988,NA,1988,6.05,"Special ",3
"8069","Doraemon: Featherplace","Apr",1993,"Apr",1993,6.05,"Special ",1
"8070","Dr. Slump: Arale-chan - Penguin Mura Eiyuu Densetsu","Jan",1982,"Jan",1982,6.05,"Special ",1
"8071","DRAMAtical Murder: Data_xx_Transitory","Dec",2014,"Dec",2014,6.05,"Special ",1
"8072","Gakkou no Kaidan Recaps","Nov",2000,"Jan",2001,6.05,"Special ",2
"8073","Giant Robo Gaiden Ginrei","Feb",1994,"Feb",1995,6.05,"OVA ",3
"8074","Giniro no Kami no Agito Pilot","Jun",2006,"Jun",2006,6.05,"Special ",1
"8075","Girl Electric","Aug",2016,"Aug",2016,6.05,"Music ",1
"8076","Gokuu no Daibouken","Jan",1967,"Sep",1967,6.05,"TV ",39
"8077","Gunslinger Stratos The Animation: Kikan/Kaze no Yukue","Jun",2015,"Jun",2015,6.05,"ONA ",1
"8078","Hajimari no Boukensha-tachi: Legend of Crystania","Jul",1995,"Jul",1995,6.05,"Movie ",1
"8079","Haou Daikei Ryuu Knight: Adeu Legend Final","May",1996,"May",1996,6.05,"OVA ",1
"8080","Hello Kitty no Alps no Shoujo Heidi","Aug",1993,"Aug",1993,6.05,"OVA ",1
"8081","Hokuto no Ken: Legend of Heroes",NA,2007,NA,2007,6.05,"Special ",1
"8082","Ichigeki Sacchuu!! Hoihoi-san","Sep",2004,"Sep",2004,6.05,"OVA ",1
"8083","Jishu Seisaku Movie Binchou-tan","Aug",2005,"Aug",2005,6.05,"Music ",1
"8084","Jiu Se Lu",NA,1981,NA,1981,6.05,"Movie ",1
"8085","Koneko no Studio","Apr",1959,"Apr",1959,6.05,"Movie ",1
"8086","Kotowaza Gundam-san (ONA)","Feb",2015,"Apr",2015,6.05,"ONA ",17
"8087","Little Nemo Pilot",NA,1984,NA,1984,6.05,"Special ",1
"8088","Mahou Gakuen Lunar! Aoi Ryuu no Himitsu","Mar",1997,"Mar",1997,6.05,"Movie ",1
"8089","Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's Mini Picture Drama","Mar",2013,"Mar",2013,6.05,"Special ",2
"8090","Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu","Jun",2014,"Jun",2014,6.05,"Special ",1
"8091","Maou Dante","Aug",2002,"Nov",2002,6.05,"TV ",13
"8092","Master of Epic: The Animation Age","Jan",2007,"Mar",2007,6.05,"TV ",12
"8093","Minna Atsumare! Falcom Gakuen SC","Jan",2015,"Mar",2015,6.05,"TV ",12
"8094","Mobile Suit Gundam-san (ONA)","Sep",2014,"Dec",2014,6.05,"ONA ",15
"8095","Moldiver","Feb",1993,"Nov",1993,6.05,"OVA ",6
"8096","MonHun Nikki Girigiri Airou Mura G","Jul",2011,"Sep",2011,6.05,"TV ",13
"8097","Monogatari no Aru Satou","Oct",2017,"Oct",2017,6.05,"ONA ",1
"8098","Mukougaoka Chisato wa Tada Mitsumeteita no Datta","Jun",2009,"Jun",2009,6.05,"Music ",1
"8099","An Ling Yu Shi Di Qi","Mar",2017,"Apr",2017,6.04,"TV ",13
"8100","Anime Tenchou","Aug",2002,"Aug",2002,6.04,"OVA ",1
"8101","Asari-chan","Jan",1982,"Feb",1983,6.04,"TV ",54
"8102","Bada-ui Jeonseol Jangbogo",NA,2002,NA,2002,6.04,"TV ",26
"8103","Bonobono","Nov",1993,"Nov",1993,6.04,"Movie ",1
"8104","Bouen no March","Sep",2018,"Sep",2018,6.04,"Music ",1
"8105","Dr. Slump Movie 11: Dr. Mashirito & Abale-chan","Mar",2007,"Mar",2007,6.04,"Movie ",1
"8106","Dragon, Ie wo Kau.","Apr",2021,NA,NA,6.04,"TV ",12
"8107","Elsword: El-ui Yeoin","Dec",2016,"Jan",2018,6.04,"ONA ",12
"8108","Flying Witch Petit","Mar",2016,"Jun",2016,6.04,"ONA ",9
"8109","Ganbare Goemon","Oct",1997,"Mar",1998,6.04,"TV ",23
"8110","Gunjou no Magmell","Apr",2019,"Jun",2019,6.04,"TV ",13
"8111","Haguregumo","Apr",1982,"Apr",1982,6.04,"Movie ",1
"8112","Hey! Bumboo","Apr",1985,"Apr",1986,6.04,"TV ",130
"8113","High School! Kimengumi (Movie)","Jul",1986,"Jul",1986,6.04,"Movie ",1
"8114","Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!","Jul",2011,"Sep",2011,6.04,"TV ",12
"8115","Kaze wa Fuiteru ka?","May",2020,"May",2020,6.04,"Music ",1
"8116","Kaze wo Nuke!","Dec",1988,"Dec",1988,6.04,"OVA ",1
"8117","Kimi dake no Boku de Iru kara","Nov",2016,"Nov",2016,6.04,"Music ",1
"8118","Kishin Houkou Demonbane","Jul",2004,"Jul",2004,6.04,"OVA ",1
"8119","Kitsutsuki Tanteidokoro","Apr",2020,"Jun",2020,6.04,"TV ",12
"8120","Kouryuu Densetsu Villgust","Jan",1993,"Mar",1993,6.04,"OVA ",2
"8121","Mahoutsukai Jiji","Dec",2011,"Dec",2011,6.04,"ONA ",1
"8122","Nanami-chan","Oct",2004,"Jan",2005,6.04,"TV ",12
"8123","Osomatsu-kun: Iyami wa Hitori Kaze no Naka","Aug",1990,"Aug",1990,6.04,"OVA ",1
"8124","Osomatsu-san: Haru no Zenkoku Dai Senbatsu Jouei-sai - Sentou Quiz 2","Apr",2017,"Apr",2017,6.04,"Movie ",1
"8125","Sore Ike! Anpanman: Ruby no Negai","Jul",2003,"Jul",2003,6.04,"Movie ",1
"8126","Stitch!","Oct",2008,"Mar",2009,6.04,"TV ",25
"8127","Taiko no Tatsujin","Apr",2005,"May",2006,6.04,"TV ",26
"8128","Takane no Jitensha","Jul",2008,"Jul",2008,6.04,"Special ",1
"8129","Teekyuu 8 Specials","Feb",2017,"Feb",2017,6.04,"Special ",2
"8130","True Love Story","Sep",2003,"Apr",2004,6.04,"OVA ",3
"8131","Turning Girls","Jun",2013,"Jul",2013,6.04,"ONA ",7
"8132","Ukkari Pénélope (2009)","Jun",2009,"Jan",2010,6.04,"TV ",26
"8133","Urashimasakatasen no Nichijou Special","Feb",2020,"Feb",2020,6.04,"Special ",1
"8134","Usavich Zero","Apr",2015,"Aug",2015,6.04,"TV ",13
"8135","Yamatarou Kaeru","Aug",1986,"Aug",1986,6.06,"OVA ",1
"8136","Yurumates 3D Plus: Natsuyasumi Maison du Wish Report","Aug",2012,"Aug",2012,6.04,"OVA ",1
"8137","Natsu e no Tobira","Mar",1981,"Mar",1981,6.03,"Movie ",1
"8138","Neko nanka Yondemo Konai.","Oct",2015,"Dec",2015,6.03,"TV ",12
"8139","Perman (1983) Specials","Jul",1983,"Oct",1984,6.03,"Special ",3
"8140","The Borgman: Last Battle","Sep",1989,"Sep",1989,6.03,"OVA ",1
"8141","The Five Killers",NA,2007,NA,2007,6.03,"ONA ",1
"8142","Thermae Romae x LOFT Collaboration",NA,2012,NA,2012,6.03,"Special ",1
"8143","Tobira wo Akete (1995)",NA,1995,NA,1995,6.03,"OVA ",1
"8144","Uchuu Majin Daikengou","Jul",1978,"Feb",1979,6.03,"TV ",26
"8145","Ultra B","Apr",1987,"Mar",1989,6.03,"TV ",119
"8146","Watashi no Coffee Samurai: Jihanki-teki na Kareshi","May",2009,"May",2009,6.03,"Special ",1
"8147","Yoiko no Rekishi Anime: Ookina Kabu (Kabu)","Nov",2016,"Nov",2016,6.03,"Movie ",1
"8148","Youkai Ningen Bem","Oct",1968,"Mar",1969,6.03,"TV ",26
"8149","Yubisaki kara no Honki no Netsujou: Osananajimi wa Shouboushi","Jul",2019,"Sep",2019,6.03,"TV ",8
"8150","Ai no Wakakusa Yama Monogatari","Aug",1999,"Oct",1999,6.03,"TV ",12
"8151","Akai Shouzou: Char, Soshite Frontal e","Aug",2010,"Aug",2010,6.03,"Special ",1
"8152","Ark","Jun",2005,"Jun",2005,6.03,"Movie ",1
"8153","Attack No.1: Namida no Fushichou","Mar",1971,"Mar",1971,6.03,"Movie ",1
"8154","Bem","Jul",2019,"Oct",2019,6.03,"TV ",12
"8155","Catblue: Dynamite","Dec",2006,"Dec",2006,6.03,"ONA ",1
"8156","Chogattai Majutsu Robot Ginguiser","Apr",1977,"Oct",1977,6.03,"TV ",26
"8157","Colorful","Sep",1999,"Sep",1999,6.03,"TV ",16
"8158","Digimon Savers 3D: Digital World Kiki Ippatsu!","Jul",2006,"Jul",2006,6.03,"Movie ",1
"8159","Dr. Slump: Arale-chan Ayaya!? Penguin Mura de TV Jack","Jul",1981,"Jul",1981,6.03,"Special ",1
"8160","Getsumen To Heiki Mina Specials","Jun",2007,"Aug",2007,6.03,"Special ",2
"8161","Go for 2020","Feb",2017,"Feb",2017,6.03,"ONA ",1
"8162","Great Mazinger tai Getter Robo G: Kuuchuu Daigekitotsu","Jul",1975,"Jul",1975,6.03,"Movie ",1
"8163","Gunslinger Stratos","Mar",2014,"Mar",2014,6.03,"ONA ",1
"8164","Hand Maid Mai","Jan",2003,"Jan",2003,6.03,"OVA ",1
"8165","Haou Daikei Ryuu Knight: Adeu Legend II","Dec",1995,"Apr",1996,6.03,"OVA ",3
"8166","Hero Bank","Apr",2014,"Mar",2015,6.03,"TV ",51
"8167","Jewelpet Movie: Sweets Dance Princess","Aug",2012,"Aug",2012,6.03,"Movie ",1
"8168","Juugo Shounen Hyouryuuki","Aug",1982,"Aug",1982,6.03,"Special ",1
"8169","Kakuchou Shoujo-kei Trinary","Apr",2017,"Nov",2017,6.03,"ONA ",34
"8170","Kimagure Robot","Dec",2004,"Dec",2004,6.03,"TV ",10
"8171","Komaneko no Christmas: Maigo ni Natta Present","Nov",2009,"Nov",2009,6.03,"Movie ",1
"8172","Konohana no Sakuya Mori",NA,2014,NA,2014,6.03,"Movie ",1
"8173","Kumi to Tulip","Mar",2015,"Mar",2015,6.03,"Movie ",1
"8174","Ling Yu 6th Season","Apr",2018,"Jul",2018,6.03,"ONA ",12
"8175","Lupin III: Ikiteita Majutsushi","Apr",2002,"Apr",2002,6.03,"OVA ",1
"8176","MahoYome: Aisatsu","Oct",2017,"Oct",2017,6.03,"ONA ",1
"8177","Metal Fight Beyblade Zero G Specials","Aug",2013,"Sep",2013,6.03,"Special ",7
"8178","Mitsuwano","Mar",2014,"Mar",2014,6.03,"OVA ",1
"8179","Aftermath","May",2016,"May",2016,6.02,"Music ",1
"8180","Ajin Senshi","Nov",1990,"Nov",1990,6.02,"Movie ",1
"8181","Akai Koudan Zillion Recaps","Jul",1987,"Aug",1988,6.02,"Special ",3
"8182","Alice SOS","Apr",1998,"Jan",1999,6.02,"TV ",28
"8183","Ange Vierge","Jul",2016,"Sep",2016,6.02,"TV ",12
"8184","Ano Hi no Kokoro wo Toraete","Oct",2019,"Oct",2019,6.02,"ONA ",1
"8185","Bakukyuu Hit! Crash B-Daman","Jan",2006,"Dec",2006,6.02,"TV ",50
"8186","Berserk Recap","Mar",2017,"Mar",2017,6.02,"Special ",1
"8187","Bobby ni Kubittake","Mar",1985,"Mar",1985,6.02,"Movie ",1
"8188","Caligula (TV)","Apr",2018,"Jun",2018,6.02,"TV ",12
"8189","Chiisana Koi no Monogatari: Chichi to Sally Hatsukoi no Shiki","Mar",1984,"Mar",1984,6.02,"Special ",1
"8190","Children","Jun",2011,"Jun",2011,6.02,"ONA ",1
"8191","Comet Lucifer: Garden Indigo no Shasou kara","Jan",2016,"Jun",2016,6.02,"ONA ",12
"8192","Fantasista Stella","Sep",2014,"Feb",2015,6.02,"OVA ",3
"8193","Gegege no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha","Jul",1997,"Jul",1997,6.02,"Movie ",1
"8194","Guruguru Petit Anime Gekijou","Jul",2017,"Dec",2017,6.02,"ONA ",24
"8195","Hajime Ningen Gon","Apr",1996,"Jan",1997,6.02,"TV ",39
"8196","Hitotsubu ni Kawaranu Ai wo Komete","Jun",2013,"Jun",2013,6.02,"ONA ",1
"8197","Hoshi no Kirby: Taose!! Koukaku Majuu Ebizou","Aug",2009,"Aug",2009,6.02,"ONA ",1
"8198","Isuca","Jan",2015,"Mar",2015,6.02,"TV ",10
"8199","Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana","Oct",2019,"Dec",2019,6.02,"TV ",12
"8200","Kiss Dum: Omokage","Sep",2011,"Sep",2011,6.03,"Special ",1
"8201","Kurumiwari Ningyou","Mar",1979,"Mar",1979,6.02,"Movie ",1
"8202","Kyou Kara Maou! Recap","Dec",2005,"Dec",2005,6.02,"Special ",1
"8203","La Primavera","Dec",2015,"Dec",2015,6.02,"Music ",1
"8204","Love♥Love? Specials","Sep",2004,"Jan",2005,6.02,"Special ",4
"8205","Mahou Sensou","Jan",2014,"Mar",2014,6.02,"TV ",12
"8206","Mahoutsukai Chappy","Apr",1972,"Dec",1972,6.02,"TV ",39
"8207","Megumi","Mar",2008,"Mar",2008,6.02,"ONA ",1
"8208","Metal Fighter Miku","Jul",1994,"Sep",1994,6.02,"TV ",13
"8209","Miss Monochrome: Watashi dake no Monogatari","Sep",2014,"Sep",2014,6.02,"Music ",1
"8210","Mouse","Jan",2003,"Mar",2003,6.02,"TV ",12
"8211","Mousou Kagaku Series: Wandaba Style","Apr",2003,"Jun",2003,6.02,"TV ",12
"8212","Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago","Mar",1985,"Mar",1985,6.02,"Movie ",1
"8213","Otome no Inori","Dec",2008,"Dec",2008,6.02,"Music ",1
"8214","Piano (TV)","Nov",2002,"Jan",2003,6.02,"TV ",10
"8215","Pikaia!","Apr",2015,"Jul",2015,6.02,"TV ",13
"8216","Sarutobi Ecchan","Oct",1971,"Mar",1972,6.02,"TV ",26
"8217","Shinya! Tensai Bakabon","Jul",2018,"Sep",2018,6.02,"TV ",12
"8218","Taisei Kensetsu: Sri Lanka Kousokudouro","Dec",2013,"Dec",2013,6.02,"Special ",1
"8219","Tenshi na Konamaiki Specials","Aug",2002,"Aug",2003,6.02,"Special ",13
"8220","TOHO Cinemas x One Piece Film: Gold - Tokubetsu Eizou","Feb",2016,"Feb",2016,6.02,"ONA ",1
"8221","TV Yarou Nanaana: Kaibutsu Kraken wo Oe!","Apr",2020,"Sep",2020,6.02,"TV ",24
"8222","UFO Senshi Dai Apolon","Apr",1976,"Sep",1976,6.02,"TV ",26
"8223","Wangpai Yushi Di 0 Ji",NA,2014,NA,2014,6.02,"ONA ",1
"8224","What's Michael? 2","Jul",1988,"Jul",1988,6.02,"OVA ",1
"8225","Wooser no Sono Higurashi: Ken to Pants to Wooser to","Mar",2013,"Mar",2013,6.02,"Special ",1
"8226","Yumemiru Topo Gigio","Oct",1988,"Dec",1988,6.02,"TV ",13
"8227","Osomatsu-san Short Film Series 2nd Season","Jan",2018,"Jul",2018,6.01,"Special ",4
"8228","Ougon Senshi Gold Lightan","Mar",1981,"Feb",1982,6.01,"TV ",52
"8229","Rakugo Tennyo Oyui","Jan",2006,"Mar",2006,6.01,"TV ",12
"8230","Riki-Oh: Toukatsu Jigoku","Jun",1989,"Jun",1989,6.01,"OVA ",1
"8231","Shima Shima Tora no Shimajirou","Dec",1993,"Mar",2008,6.01,"TV ",726
"8232","Umi Monogatari: Kanon to Iku Amamikoshima","Oct",2009,"Mar",2010,6.01,"Special ",13
"8233","Urvan","Feb",2021,"Feb",2021,6.01,"ONA ",1
"8234","Zero Duel Masters","Apr",2007,"Sep",2007,6.01,"TV ",12
"8235","21 Emon Uchuu ike! Hadashi no Princess","Mar",1992,"Mar",1992,6.01,"Movie ",1
"8236","Apfelland Monogatari","Dec",1992,"Dec",1992,6.01,"Movie ",1
"8237","Busou Renkin: Mahiro no Busou Renkin Kouza","Jan",2007,"Sep",2007,6.01,"Special ",11
"8238","Dies Irae: To the Ring Reincarnation","Jul",2018,"Jul",2018,6.01,"ONA ",6
"8239","Dongguo Xiaojie","Dec",2016,"Apr",2017,6.01,"ONA ",15
"8240","First Squad: The Moment of Truth","May",2009,"May",2009,6.01,"Movie ",1
"8241","Future Card Buddyfight Recap","Jun",2014,"Jun",2014,6.01,"Special ",1
"8242","Gu-Gu Ganmo","Mar",1984,"Mar",1985,6.01,"TV ",50
"8243","Happy World!","Dec",2002,"Jun",2003,6.01,"OVA ",3
"8244","Harukanaru Toki no Naka de: Hachiyou Shou Recap","Jul",2006,"Jul",2006,6.01,"Special ",1
"8245","Hello Kitty no Match Uri Shoujo","Nov",2001,"Nov",2001,6.01,"OVA ",1
"8246","Holy Knight","Mar",2012,"May",2012,6.01,"OVA ",2
"8247","Kimi no Sumu Machi","Nov",2015,"Nov",2015,6.01,"Special ",1
"8248","Legend of Crystania","Nov",1996,"Apr",1997,6.01,"OVA ",3
"8249","Lesson XX","Apr",1995,"Apr",1995,6.01,"OVA ",1
"8250","Marginal Prince: Gekkeiju no Ouji-tachi - Tokyo Merry-Go-Round","Jul",2007,"Jul",2007,6.01,"Special ",1
"8251","Mianhada Saranghanda","Jun",2008,"Jun",2008,6.01,"Movie ",1
"8252","Mini Hama: Minimum Hamatora Movies","Nov",2015,"Nov",2015,6.01,"Movie ",2
"8253","Mobile Suit SD Gundam Mk IV","Sep",1990,"Sep",1990,6.01,"OVA ",2
"8254","MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu","Aug",2010,"Oct",2010,6.01,"TV ",10
"8255","A.D. Police (TV)","Apr",1999,"Jul",1999,6,"TV ",12
"8256","Adachi-ga Hara","Nov",1991,"Nov",1991,6,"Movie ",1
"8257","Akuemon","Jul",1993,"Jul",1993,6,"OVA ",1
"8258","Bannou Yasai Ninninman","Mar",2011,"Mar",2011,6,"Movie ",1
"8259","Chivas 1-2-3","Aug",1999,"Sep",1999,6,"OVA ",2
"8260","Dry Dry Try","Nov",2017,"Nov",2017,6,"Music ",1
"8261","Fake Style","Dec",2013,"Dec",2013,6,"Music ",1
"8262","Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita","Sep",2020,"Oct",2020,6,"ONA ",4
"8263","Ginga Ojousama Densetsu Yuna: Kanashimi no Siren","Sep",1995,"Nov",1995,6,"OVA ",2
"8264","Gokujo.: Souda Onsen ni Ikou!!","Jun",2013,"Jun",2013,6,"Special ",1
"8265","Gon 2nd Season","Apr",2015,"Sep",2015,6,"TV ",26
"8266","Green Green OVA","Dec",2002,"Dec",2002,6,"OVA ",1
"8267","Grick no Bouken","Jul",1981,"Jul",1981,6,"Movie ",1
"8268","Hana no Kage","Apr",2006,"Apr",2006,6,"ONA ",1
"8269","Hana wa Saku: Touhoku ni Saku","Sep",2014,"Sep",2014,6,"Special ",1
"8270","Hello Kitty no Nemureru Mori no Bijo","Sep",2001,"Sep",2001,6,"OVA ",1
"8271","Houma Hunter Lime","Oct",1996,"Mar",1997,6,"OVA ",3
"8272","Ippatsu Kanta-kun","Sep",1977,"Sep",1978,6,"TV ",53
"8273","Kawasaki Frontale x Tentai Senshi Sunred","Feb",2009,"Feb",2009,6,"Special ",4
"8274","Kaze no Toori Michi","Dec",2004,"Dec",2004,6,"Music ",1
"8275","Kerokko Demetan","Jan",1973,"Sep",1973,6,"TV ",39
"8276","Kimi no Iru Basho","Sep",2017,"Sep",2017,6,"Music ",1
"8277","King of Prism: Shiny Seven Stars I - Prologue x Yukinojou x Taiga","Mar",2019,"Mar",2019,6,"Movie ",1
"8278","Lupin tai Holmes","May",1981,"May",1981,6,"Special ",1
"8279","Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space",NA,1992,NA,1992,6,"Special ",1
"8280","Najica Dengeki Sakusen","Oct",2001,"Dec",2001,6,"TV ",12
"8281","Ninjala Episode 0","Mar",2020,"Mar",2020,6,"ONA ",1
"8282","Osomatsu-kun: Suika no Hoshi kara Konnichiwa zansu!","Mar",1989,"Mar",1989,6,"Movie ",1
"8283","Saint Beast: Seijuu Kourin-hen","May",2003,"Jun",2003,6,"TV ",6
"8284","Seikon no Qwaser II Picture Drama","Jul",2011,"Oct",2011,6,"Special ",4
"8285","Shiawase Pasta Story","Nov",2010,"Oct",2011,6,"ONA ",8
"8286","Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi","Jan",2005,"Jan",2005,6,"Special ",1
"8287","Soosee no Aquarion: Dai 27-wa Parallel-ban","Dec",2008,"Dec",2008,6,"Special ",1
"8288","Soratobu Toshi Keikaku","Sep",2005,"Sep",2005,6,"Music ",1
"8289","Strange+","Jan",2014,"Mar",2014,6,"TV ",12
"8290","Suzy's Zoo: Daisuki! Witzy","Apr",2011,"Oct",2011,6,"TV ",25
"8291","Usaru-san","Oct",2009,"Oct",2009,6,"Special ",4
